id,color,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***方,黑色,电视已经装好了，看了几天，感觉还不错，还挺清晰的,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b***8,黑色,电视质量很好，很喜欢，买了很多小米的产品了，都不错，值得购买，支持国产。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b***3,黑色,电视自己安装好了，非常简单，直接插的网线，不卡。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卡***姆,黑色,东西不错，快递让我非常满意，速度快，态度好，很愉快的一次购物,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风***少,黑色,东西是好东西可能生意太好啦服务一般,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p***s,黑色,东西收到了，快递速度比我想象的要快，小米智能电视，非常不错，很多功能慢慢了解，用过段时间再评论吧,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卖***4,黑色,都蛮好的，清晰。功能又多。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y***9,黑色,多次购买了,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
今***心,黑色,多次购买了，这次是帮一个老人家买的。挺好，他很喜欢！这次618很实惠，没想到。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寂***爷,黑色,嗯！不错，系统资源也挺好，我主要是坐月子不能去客厅，在卧室里安装了一个，32寸的正好，在小就显小了，颜色挺好，送货的大哥也很好，我是自己挂墙上的没有找售后客服，用了这几天没有问题才来评价的，过段时间再来追评,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冬***狼,黑色,发个评论这不让说那不让说的。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苏***孙,黑色,发货快，送货上门，赞。画质可以，声音洪亮，，，其实我还没有看到电视，为亲属买的，待我看过再细评。哦，电视没有模拟音频输出口。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黄***源,黑色,发货速度快，电视?要用一段时间再看,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王***5,黑色,发货速度挺快的，两天就到家了，还给送到家里面挺好的。东西也挺好看的,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
踏***m,黑色,反了五十块，因为降价了，要是自己不说就没有了。习惯五星好评！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l***3,黑色,方便，不多拉线。一根电源线。很轻，操作简单,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哈***s,黑色,放电视看还行，做显示屏就差多了。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
莹***鱼,黑色,放在出租屋里刚好，清晰度也蛮高的，租户很满意,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
时***证,黑色,非常棒的小米电视,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二***道,黑色,非常好 值得购买 画面清晰流畅 性价比很高,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1***曜,黑色,非常好！很清晰！性价比高！值得入手,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***a,黑色,非常好，非常满意，物有所值，送货上门的，??????,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g***a,黑色,非常好，很喜欢，轻便能联网。孩子大人都喜欢，以介绍朋友买了,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w***6,黑色,非常好，挺适合卧室的,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飞***道,黑色,非常好，投屏很方便，下饭利器,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i***n,黑色,非常好，小米 性价比非常高，非常满意，舒服了 &hellip;&hellip;！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m***6,黑色,非常好，支持国产！??????,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屈***6,黑色,非常好，值得,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1***珍,黑色,非常好，值得拥有,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海***2,黑色,非常好。值得信赖,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浙***沈,黑色,非常好的电视剧，如果有12V就更加完美了（房车上用）,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
迷***1,黑色,非常好用,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿***6,黑色,非常满意,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
笑***湖,黑色,非常满意,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金***4,黑色,非常满意,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我***爱,黑色,非常满意,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李***8,黑色,非常满意,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
莒***龙,黑色,非常满意,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白***y,黑色,非常满意，,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
泰***8,黑色,非常满意，超值的，没想到几百块钱，居然可以买到这么好的小米电视,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爷***丶,黑色,非常满意，送货快。服务好,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
郑***栋,黑色,非常满意，约定的时间到,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
木***叶,黑色,非常满意，值得拥有。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
老***8,黑色,非常满意，做工精致，使用方便，科技含量高,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
某***天,黑色,非常满意电视非常好安装师傅也挺不错的！好评五星！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陈***2,黑色,非常满意物流也满意,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一***7,黑色,分辨率不是很高。有时候会自动重启。放在房间没怎么看过  看中的是小米的智能生态系统。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h***5,黑色,服务很好,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
购***美,黑色,服务很好 特别是快递 物流很快 没有想到还是送货上门快递小哥服务没得说,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l***i,黑色,服务很好，电视也很好，这个价位绝对性价比很高了 很好,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注***8,黑色,服务态度非常好 感谢妹子的服务 帮我解决了问题 家里人看着很好 很清晰很高兴,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***1,黑色,感觉还是很不错的，比预想好很多，老爸老妈感觉还是挺喜欢的，毕竟是自己买的，加上质量感觉也不错，希望父母和和美美，开开心心。清晰度，轻重都感觉非常好，一直喜欢小米这个牌子！ ????物流也是非常快，第二天就到了，非常值得购买，到货后，快递员还要通电确认才让你签收的。  啦啦啦～,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信***m,黑色,感觉很好?,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
敝***陈,黑色,给爸妈买的，本来以为只能送到镇上的，没想到真的送货到农村老家了，服务不错。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9***材,黑色,给爸妈买的，更喜欢可口可乐了了可口可乐了了,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斩***哥,黑色,给爸妈买的，他们很满意，还说很清楚。只是售后有点问题，不让自己安装，不然以后坏了不给休，小米公司安装需要80的安装费，后来才说只要不是屏幕碎了就给休，这让我很担心电视质量问题。没有七天无理由退款服务,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y***4,黑色,给别人买的，暂时还没听到说不好。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h***o,黑色,给大姨妈买的电视，大姨妈很满意，物有所值，发货快。质量好~,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***8,黑色,给家里老人买的，不超千元的价格性价比很高，物流很快，快递帅哥人超好，见是独居老人没有预付安装费也帮忙安装到位。唯一欠缺的是有线电视机顶盒遥控器和这款电视机的遥控器不能合一链接，给老人使用带来一定难度。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一***马,黑色,给快递小哥5星好评,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手***夏,黑色,给老爸老妈买的，很喜欢，服务也很到位&hellip;&hellip;,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w***5,黑色,给女朋友家人买的，很满意?,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i***k,黑色,给五星,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h***2,黑色,给小朋友看动画片专用&hellip;&hellip;很好??,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w***2,黑色,功能很好很强大,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
无***d,黑色,功能很强大，很喜欢。好评，客服态度很好,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
莫***2,黑色,功能满意，很实用，物流服务周到,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b***y,黑色,关注了好久，终于下手了，父母又体验到了网络时代的福利。满意，支持小米！！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y***h,黑色,国货精品，好用实惠，下次还会买。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魏***3,黑色,过了几天才来评价的，清昕度可以，功能先近，能上网。好评！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
殇***痛,黑色,还不错，爸妈用的挺好的，投屏很强大,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
强***1,黑色,还不错，送货到家，帮忙试了一下，通电之后没问题才离开，很贴心的服务呢?小心心给雷总，支持国货，支持小米,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
龙***河,黑色,还不错，性价比还比较高,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杨***9,黑色,还不错，用一段时间再来追评。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d***孙,黑色,还不错目前，期待后续观察,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
弈***5,黑色,还不错其实，有广告,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
东***婆,黑色,还不错自己装了，蛮清晰的,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b***7,黑色,还行,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
郑***6,黑色,还行，清晰度不太行。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天***饮,黑色,还行吧物美价廉,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***真,黑色,还好，爸妈在家里看，要求不高,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我***g,黑色,还好，放在房间里也算可以的，画面清晰度也挺好,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s***7,黑色,还可以，毕竟只有这么多钱,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
武***l,黑色,还可以，很喜欢,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j***0,黑色,还可以啊，物美价廉,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
敏***谓,黑色,还可以吧，第一次在网上买电器，还可以,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苏***8,黑色,还可以电视,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
从***人,黑色,还没安上，给老人买的。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爱***6,黑色,还没收到货，淘宝降价并无任何通知，商家随心所欲想降就降欺骗消费者，联系退货运费还需100，烂烂烂&hellip;&hellip;,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
娜***i,黑色,还没用！配货很快！物流快,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风***梦,黑色,还没用，用过之后再评。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不***6,黑色,还没用，用了再来评！！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y***q,黑色,还没有安装，大品牌应该值得信赖！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
戴***1,黑色,还没装网线不知道好不好，感觉还是挺好的,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吴***5,黑色,还是不错的，值得购买,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m***r,黑色,还是挺不错的！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d***4,黑色,行，物廉价美,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
费***0,黑色,好,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我***4,黑色,好，电视很清晰，赞,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
名***丝,黑色,好，没的说，可以选择,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寡***慎,黑色,好，物超所值,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黄***1,黑色,好，小米。合资还是合作！！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y***1,黑色,好。正在使用。效果好,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***8,黑色,好好好,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***蛋,黑色,好好好,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
熊***伟,黑色,好好好，太好了，安装简单，画面清晰,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
如***了,黑色,好好好好好。全世界最好的一家。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c***v,黑色,好评！电视很好，宝贝很喜欢看,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中***来,黑色,好像 还 ok吧,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g***5,黑色,好像买小了，清晰度不高,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c***_,黑色,好用 开心,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中***啦,黑色,呵呵,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浅***0,黑色,呵呵，买完才几天啊，就降价了，好无语啊,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w***m,黑色,和以前买的一样好,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
晨***饰,黑色,很nice，很漂亮，很便宜，很喜欢,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嗯***1,黑色,很棒很棒！连上网络就能用，挺清晰的。值得购买,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g***q,黑色,很不错&hellip;给父亲买的操作简单,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张***国,黑色,很不错，服务很周到，大夏天的很热，多注意身体,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***姚,黑色,很不错，各方面都很好，值得购买,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我***贵,黑色,很不错了，毕竟这个价位！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明***z,黑色,很不错哦。家里老人很喜欢。特别是快递小哥，很敬业。晚上9点多还送货上门,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1***茶,黑色,很方便好用性价比之王，小米家的东西都超级喜欢,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江***间,黑色,很好,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***7,黑色,很好 没问题,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
艳***院,黑色,很好，第二次买了，给女儿看动画片的,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
意***0,黑色,很好，服务周到,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***e,黑色,很好，父母很喜欢。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张***5,黑色,很好，买给老爸的，老爸说画面很清晰呢,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麦***朵,黑色,很好，买给奶奶，老人家很满意！！！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嗜***9,黑色,很好，满意,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不***嗨,黑色,很好，每次有什么不懂得客服都很及时也很有耐心，点赞,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
闪***n,黑色,很好，完美,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
如***机,黑色,很好，物超所值，家里好多都买的小米的，希望小米越做越好   哪天超越苹果,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
薇***信,黑色,很好，物流很快,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大***之,黑色,很好，物流很快,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乖***军,黑色,很好，喜欢，很实惠！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
踏***人,黑色,很好，性价比很高,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苏***0,黑色,很好。便宜。就是广告太多,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金***3,黑色,很好的的电视，物美价廉，功能强大。。值得拥有。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p***7,黑色,很好很满意,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***5,黑色,很好很喜欢，一直喜欢小米,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
今***6,黑色,很好哦！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
谢***童,黑色,很好完美,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申***冰,黑色,很好用,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m***u,黑色,很好用，操作简单。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
林***超,黑色,很好用，已经买第三台了,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y***2,黑色,很好用父母很喜欢,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李***士,黑色,很划算很便宜,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y***0,黑色,很快就安装完毕，没影响老人看世界杯。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
那***忆,黑色,很满意，妥妥的,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2***m,黑色,很满意哦⊙&forall;⊙！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c***熊,黑色,很轻，马马虎虎吧，毕竟便宜,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p***6,黑色,很清晰，便宜,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哈***物,黑色,很让人惊喜的电视，这个价位真的很实惠。就是为了联网看电视的，小米在物美价廉这一块做得很棒！?物流很快，快递小哥给力，实物和图片一模一样，挺满意的，希望活动多多，店家生意兴隆&hellip;&hellip;习惯淘宝的方便快捷，甚少去实体店了，哦嘿呦哈呵呢啊,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l***d,黑色,很实惠的电视机，喜欢！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
亲***猪,黑色,很喜欢，价格便宜质量强大，很喜欢！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
演***美,黑色,很喜欢。不错，品牌的还是靠得住，嘻嘻，,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8***l,黑色,画面非常清晰我买了又介绍我朋友又买了好评,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南***2,黑色,画面很清晰，爸妈很喜欢。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
红***3,黑色,画面很清晰，能连无线网，能投屏，总体感觉不错！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我***迹,黑色,画面清晰，反应快，家人喜欢。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
莉***i,黑色,画面清晰，运行也流畅，就是遥控器有点那个，下了直播软件，没有数字按键，家里老人觉得很迷惘啊。 服务不错,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平***龙,黑色,画面有点模糊    毕竟几百块钱,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c***1,黑色,画质非常的好，售后服务也相当的好，信赖小米，客厅一台卧室一台，我是小米粉,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t***l,黑色,画质很不错哦，家里人很喜欢，性价比超高！会跟亲朋好友推荐的！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黎***g,黑色,画质清晰，操作简单，服务很好。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k***醉,黑色,画质清晰，感觉还不错。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
摩***饭,黑色,画质清晰，性价比高,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
何***0,黑色,画质真心不好，不过价位低嘛,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l***y,黑色,活动时买的挺便宜的，快递服务非常好，送货上门，马上通电验屏。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李***梦,黑色,货到了，质量还是不错的，快递小哥很给力的。总体还是很满意，好评。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***n,黑色,货真价实，便宜实惠！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1***玩,黑色,几天几百块，吃不消啊！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j***d,黑色,家里很多电器都是小米的，支持小米！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
心***嫒,黑色,家里很多小米,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王***6,黑色,家里老人很满意，操作简单,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
徐***多,黑色,家人很喜欢！非常满意！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
夜***星,黑色,价格便宜 小米的品牌值得信赖,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飞***常,黑色,价格实惠，送货服务好,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
月***姬,黑色,價格合適,正面,相當滿意!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w***怡,黑色,就是贵了,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t***子,黑色,看的有线电视，还不错，画质清晰、个人觉得挺满意的,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***h,黑色,看电视又当显示器划算,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
照***2,黑色,看电信电视清晰度很差,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c***莲,黑色,看了快半个月才来评价，真心不错比我之前买个哪个好多了，小米电视国产支持?,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紫***翩,黑色,看了两天才来评价，不错画面很清晰，非常完美！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大***控,黑色,看了两天还挺好的    以后再来,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
姜***如,黑色,看了一晚上，还不错,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新***下,黑色,看了这么久！非常满意！手机也是小米！顶国货！！！！！,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***顺,黑色,看我堂姐买了，觉得好，就趁着这次活动买了，很喜欢,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梁***1,黑色,可以，感觉性价比还是比较高的,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岁***4,黑色,可以，性价比比较高,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
摄***2,黑色,可以播放，无坏点。,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
溪***田,黑色,可以等用几天在来评,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丁***6,黑色,可以可以，这电视功能很强大,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
舞***然,黑色,客服很nice，就是有个别的回复很慢，而且苹果x投影投不了，很难受,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
强***宇,黑色,客服售后态度很好，物流也很快,正面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
